순번,한자,급수,부수,음,훈,音,訓
1893,磨,2.5,石,마,"갈다, 닦다, 연마하다",マ・バ,みが(く)・と(ぐ)・す(る)
1894,魔,3,鬼,마,마귀,マ・バ,無し
1895,毎,9,毋,매,매번,マイ・バイ,ごと・つね・むさぼ(る)
1896,妹,9,女,매,여동생,マイ・バイ,いもうと・いも
1897,枚,5,木,매,"낱, 장",マイ・バイ,ひら
1898,昧,2,日,매,애매하다,マイ・バイ,くら(い)
1899,埋,3,土,매,묻다,マイ,う(める)・う(まる)・う(もれる)・うず(もれる)・うず(まる)・い(ける)
1900,幕,5,巾,막,장막,マク・バク,無し
1901,膜,3,肉,막,막,マク・バク,無し
1902,枕,2,木,침,베개,チン・シン,まくら
1903,又,3,又,우,또,ユウ,また・ふたた(び)
1904,末,7,木,말,끝,マツ・バツ,すえ・うら
1905,抹,2.5,手,말,지우다,マツ・バツ,す(る)・け(す)・こな
1906,万,9,一,만,10000,マン・バン,よろず
1907,満,7,水,만,"차다, 채우다",マン・バン,み(ちる)・み(たす)
1908,慢,4,心,만,거만하다,マン・バン,おこた(る)・おご(る)・あなど(る)
1909,漫,4,水,만,"흩어지다, 어쩐지",マン・バン,みだ(りに)・そぞ(ろに)
1910,未,7,木,미,아님,ミ・ビ,いま(だ)・いま(だ…ず)・ま(だ)・ひつじ
1911,味,8,口,미,맛,ミ・ビ,あじ・あじ(わう)
1912,魅,3,鬼,매,매혹하다,ミ・ビ,もののけ・すだま
1913,岬,2.5,山,갑,곶,コウ,みさき
1914,密,5,宀,밀,"빽빽함, 남 몰래",ミツ・ビツ,ひそ(かに)・こま(かい)
1915,蜜,2,虫,밀,꿀,ミツ,無し
1916,脈,6,肉,맥,줄기,ミャク・バク,すじ
1917,妙,4,女,묘,매우 뛰어난,ミョウ・ビョウ,たえ・わか(い)
1918,民,7,氏,민,백성,ミン,たみ
1919,眠,4,目,면,"자다, 졸리다",ミン・ベン,ねむ(る)・ねむ(い)
1920,矛,4,矛,모,창,ム・ボウ,ほこ
1921,務,6,力,무,"맡다, 수행해 내다",ム・ブ,つと(める)・つと(まる)・あなど(る)・あなど(り)
1922,無,7,火,무,"없다, 잃다",ム・ブ,な(い)
1923,夢,6,夕,몽,꿈,ム・ボウ,ゆめ
1924,霧,4,雨,무,안개,ム・ブ,きり
1925,娘,4,女,낭,딸,ジョウ・ニョウ,むすめ・こ
1926,名,10,口,명,이름,メイ・ミョウ,な
1927,命,8,口,명,목숨,メイ・ミョウ,いのち・おお(せ)・みこと
1928,明,9,日,명,"불빛, 밝다, 분명함",メイ・ミョウ・ミン,あ(かり)・あか(るい)・あか(るむ)・あか(らむ)・あき(らか)・あ(ける)・あ(く)・あ(くる)・あ(かす)
1929,迷,6,辵,미,헤매다,メイ,まよ(う)・まど(う)
1930,冥,2,冖,명,어둡다,メイ・ミョウ,くら(い)
1931,盟,5,皿,맹,맹세,メイ,ちか(う)
1932,銘,2.5,金,명,새기다,メイ・ミョウ,しる(す)
1933,鳴,9,鳥,명,"울다, 울리다",メイ・ミョウ,な(く)・な(る)・な(らす)
1934,滅,3,水,멸,"망하다, 없애다",メツ・ベツ,ほろ(びる)・ほろ(ぼす)
1935,免,3,儿,면,면하다,メン・ベン・ブン,まぬか(れる)・ゆる(す)・や(める)・う(む)
1936,面,8,面,면,"얼굴, 가면",メン・ベン,おも・おもて・つら・も
1937,綿,6,糸,면,"솜, 목화",メン・ベン,わた・つら(なる)
1938,麺,2,麦,면,면,メン・ベン,むぎこ
1939,茂,4,艸,무,우거지다,モ・ボウ,しげ(る)・すぐ(れる)
1940,模,5,木,모,본뜨다,モ・ボ,かた・のっと(る)
1941,毛,9,毛,모,털,モウ・ボウ,け
1942,妄,2.5,女,망,허망하다,モウ・ボウ,みだ(りに)
1943,盲,2.5,目,맹,눈이 멀다,モウ・ボウ,くら(い)
1944,耗,2.5,耒,모,소모,モウ・コウ,へ(る)・たよ(り)
1945,猛,4,犬,맹,사납다,モウ,たけ(し)
1946,網,4,糸,망,그물,モウ・ボウ,あみ
1947,目,10,目,목,눈,モク・ボク,め・ま・まなこ・かなめ
1948,黙,4,黒,묵,말하지 않다,モク・ボク,だま(る)・だんま(り)・もだ(す)
1949,門,9,門,문,문,モン・ボン,かど・と・いえ・みうち
1950,紋,4,糸,문,무늬,モン・ブン,あや
1951,問,8,口,문,묻다,モン・ブン,と(う)・と(い)・とん・たず(ねる)・たよ(り)
1952,冶,2,冫,야,제련,ヤ,と(ける)・い(る)・なまめ(かしい)
1953,夜,9,夕,야,밤,ヤ,よ・よる
1954,野,9,里,야,들판,ヤ・ショ,の・いや(しい)・いなかや
1955,弥,2,弓,미,점점,ビ・ミ,や・あまね(し)・ひさ(しい)・わた(る)・つくろ(う)・いよいよ・いや
1956,厄,2.5,厂,액,재난,ヤク,わざわ(い)・くる(しむ)
1957,役,8,彳,역,역할,ヤク・エキ,つと(め)・いくさ
1958,約,7,糸,약,약속,ヤク,ちか(う)・つづ(める)・つづま(やか)・つま(しい)
1959,訳,5,言,역,"이유, 번역",ヤク・エキ,わけ・と(く)
1960,薬,8,艸,약,약,ヤク,くすり
1961,躍,4,足,약,뛰어 오르다,ヤク・テキ,おど(る)
1962,闇,2,門,암,어둠,アン,やみ・くら(い)
1963,由,8,田,유,"까닭, 사정",ユ・ユウ・ユイ,よし・よ(る)・なお…(ごとし)
1964,油,8,水,유,기름,ユ・ユウ,あぶら
1965,喩,2,口,유,깨우치다,ユ,たと(える)・さと(す)・よろこ(ぶ)
1966,愉,2.5,心,유,즐겁다,ユ,たの(しい)・たの(しむ)
1967,諭,2.5,言,유,타이르다,ユ,さと(す)
1968,輸,6,車,수,보내다,ユ・シュ,おく(る)・うつ(す)・いた(す)・ま(ける)
1969,癒,2.5,疒,유,병 낫다,ユ,い(える)・い(やす)
1970,唯,2.5,口,유,오직,ユイ・イ,ただ
1971,友,9,又,우,친구,ユウ,とも
1972,有,8,月,유,있다,ユウ・ウ,あ(る)・も(つ)
1973,勇,7,力,용,"날래다, 기운이 솟다, 용감하다, 활발하다",ユウ・ヨウ,いさ(む)・つよ(い)
1974,幽,3,幺,유,그윽하다,ユウ,かす(か)・くら(い)
1975,悠,2.5,心,유,침착하다,ユウ,はる(か)・とお(い)
1976,郵,5,邑,우,우편,ユウ,しゅくば
1977,湧,2,水,용,"솟다, 끓게 하다",ユウ・ヨウ,わ(く)
1978,猶,2.5,犬,유,오히려,ユウ,なお・なお…(ごとし)
1979,裕,2.5,衣,유,넉넉하다,ユウ,ゆた(か)・ひろ(い)
1980,遊,8,辵,유,놀다,ユウ・ユ,あそ(ぶ)・すさ(び)・すさ(ぶ)
1981,雄,4,隹,웅,수컷,ユウ,お・おす・おん・まさ(る)
1982,誘,3,言,유,"권하다, 유인하다",ユウ,さそ(う)・いざな(う)・おび(く)
1983,憂,3,心,우,"걱정, 상심하다, 괴롭다",ユウ,うれ(える)・うれ(い)・う(い)
1984,融,2.5,虫,융,녹다,ユウ,と(ける)・とお(る)
1985,優,5,人,우,"상냥하다, 뛰어나다",ユウ・ウ,やさ(しい)・すぐ(れる)・ゆた(か)・まさ(る)・わざおぎ・やわ(らぐ)
1986,与,4,一,여,주다,ヨ,あた(える)・くみ(する)・あずか(る)
1987,予,8,亅,예,미리,ヨ,あらかじ(め)・かね(て)
1988,余,6,人,여,남다,ヨ,あま(る)・あま(す)・ほか
1989,誉,4,言,예,명예,ヨ,ほま(れ)・ほ(める)
1990,預,5,頁,예,"맡기다, 떠맡다",ヨ,あず(ける)・あず(かる)・あらかじ(め)
1991,幼,5,幺,유,어리다,ヨウ・ユウ,おさな(い)・いとけな(い)
1992,用,9,用,용,사용하다,ヨウ,もち(いる)・はたら(き)・もっ(て)
1993,羊,8,羊,양,양,ヨウ,ひつじ
1994,妖,2,女,요,"요괴, 불가사의",ヨウ,あや(しい)・なまめ(かしい)・わざわ(い)
1995,洋,8,水,양,"큰 바다, 서양",ヨウ,うみ・なだ・ひろ(い)
1996,要,7,襾,요,"필요하다, 가장 중요한 점",ヨウ,かなめ・い(る)・もと(める)
1997,容,6,宀,용,얼굴,ヨウ,かたち・い(れる)・ゆる(す)
1998,庸,2.5,广,용,뽑다,ヨウ,もち(いる)・つね・おろ(か)・なん(ぞ)
1999,揚,3,手,양,튀기다,ヨウ,あ(げる)・あ(がる)
2000,揺,3,手,요,흔들다,ヨウ,ゆ(れる)・ゆ(る)・ゆ(らぐ)・ゆ(るぐ)・ゆ(する)・ゆ(さぶる)・ゆ(すぶる)
2001,葉,8,艸,엽,잎,ヨウ・ショウ,は・かみ・すえ
2002,陽,8,阜,양,"볕, 해",ヨウ,ひ・ひなた・いつわ(る)
2003,溶,4,水,용,"녹다, 풀다",ヨウ,と(ける)・と(かす)・と(く)
2004,腰,4,肉,요,허리,ヨウ,こし
2005,様,8,木,양,"모양, 님",ヨウ,さま
2006,瘍,2,疒,양,헐다,ヨウ,かさ・できもの
2007,踊,4,足,용,춤추다,ヨウ,おど(る)・おど(り)
2008,窯,2.5,穴,요,가마,ヨウ,かま
2009,養,7,食,양,기르다,ヨウ,やしな(う)
2010,擁,3,手,옹,끼다,ヨウ,いだ(く)・だ(く)・まも(る)
2011,謡,4,言,요,"가사, 노래하다",ヨウ,うたい・うた(う)
2012,曜,9,日,요,요일,ヨウ,かがや(く)
2013,抑,3,手,억,"누르다, 억제하다",ヨク,おさ(える)・ふさ(ぐ)・そもそも
2014,沃,2,水,옥,물 대다,ヨク・オク,そそ(ぐ)・こ(える)
2015,浴,7,水,욕,"목욕, 뒤집어쓰다, 퍼부어지다, 끼얹다",ヨク,あ(びる)・あ(びせる)・ゆあみ
2016,欲,5,欠,욕,원하다,ヨク,ほっ(する)・ほ(しい)
2017,翌,5,羽,익,다음,ヨク,無し
2018,翼,4,羽,익,"날개, 쪽",ヨク,つばさ・たす(ける)
2019,拉,2,手,랍,압도하다,ラ・ラツ・ロウ,くじ(く)・ひし(ぐ)・ひしゃ(げる)・ひ(く)
2020,裸,3,衣,라,"알몸, 벗다",ラ,はだか
2021,羅,2.5,网,라,벌이다,ラ,あみ・つら(なる)・うすぎぬ
2022,来,9,木,래,"오다, 초래하다",ライ,く(る)・きた(る)・きた(す)・こ(し)・き(し)
2023,雷,4,雨,뢰,"천둥, 우레",ライ,かみなり・いかずち
2024,頼,4,頁,뢰,"부탁하다, 의지하다",ライ,たの(む)・たの(もしい)・たよ(る)
2025,絡,4,糸,락,"잇다, 얽히다",ラク,から(む)・から(まる)・から(める)・まと(う)・から(げる)・つな(ぐ)
2026,落,8,艸,락,"떨어지다, 빠지다",ラク,お(ちる)・お(とす)・さと
2027,酪,2.5,酉,락,쇠젖,ラク,ちちしる
2028,辣,2,辛,랄,맵다,ラツ,から(い)・きび(しい)・むご(い)
2029,乱,5,乙,란,어지러지다,ラン・ロン,みだ(れる)・みだ(す)・みだ(りに)
2030,卵,5,卩,란,"계란, 알",ラン,たまご
2031,覧,5,見,람,보다,ラン,み(る)
2032,濫,3,水,람,넘치다,ラン,みだ(れる)・みだ(りに)・う(かべる)
2033,藍,2,艸,람,쪽,ラン,あい
2034,欄,4,木,란,난간,ラン,わく・てすり・おばしま・おり
2035,吏,3,口,리,벼슬,リ,つかさ
2036,利,7,刀,리,"이로움, 발휘하다, 가능하다",リ,き(く)・するど(い)・と(し)・よ(い)
2037,里,9,里,리,마을,リ,さと
2038,理,9,玉,리,다스리다,リ,ことわり・すじ・おさ(める)
2039,痢,2.5,疒,리,병,リ,無し
2040,裏,5,衣,리,"속, 뒤",リ,うら・うち
2041,履,2.5,尸,리,"행하다, 신다",リ,は(く)・くつ・ふ(む)
2042,璃,2,玉,리,유리,リ,無し
2043,離,4,隹,리,"떨어지다, 떼다, 거리두다",リ,はな(れる)・はな(す)・か(る)・つ(く)・なら(ぶ)・かか(る)
2044,陸,7,阜,륙,"땅, 6",リク・ロク,おか・くが
2045,立,10,立,립,"일어서다, 세우다, 리터",リツ・リュウ,た(つ)・た(てる)・リットル
2046,律,5,彳,률,법칙,リツ・リチ,のり・のっと(る)
2047,慄,2,心,률,두려워하다,リツ,おそ(れる)・おのの(く)
2048,略,6,田,략,줄이다,リャク,はか(る)・はかりごと・おか(す)・はぶ(く)・ほぼ・おさ(める)
2049,柳,2.5,木,류,버드나무,リュウ,やなぎ
2050,流,8,水,류,흐르다,リュウ・ル,なが(れる)・なが(す)
2051,留,6,田,류,"머물다, 고정하다",リュウ・ル,と(める)・と(まる)・とど(まる)
2052,竜,2.5,竜,룡,용,リュウ・リョウ・リン,たつ
2053,粒,4,米,립,낱알,リュウ,つぶ
2054,隆,3,阜,륭,높다,リュウ,たか(い)・さか(ん)
2055,硫,2.5,石,류,유황,リュウ・ル,無し
2056,侶,2,人,려,짝,リョ・ロ,とも
2057,旅,8,方,려,여행,リョ・ロ,たび・いくさ
2058,虜,2.5,虍,로,사로잡다,リョ・ロ,とりこ・しもべ・えびす
2059,慮,4,心,려,생각하다,リョ,おもんぱか(る)
2060,了,3,亅,료,마치다,リョウ,お(わる)・しま(う)・さと(る)
2061,両,8,一,량,둘,リョウ,ふた(つ)
2062,良,7,艮,량,좋다,リョウ,よ(い)・やや
2063,料,7,斗,료,"요금, 재료",リョウ,はか(る)
2064,涼,2.5,水,량,선선하다,リョウ,すず(しい)・すず(む)・うす(い)
2065,猟,3,犬,렵,사냥,リョウ,か(る)・か(り)
2066,陵,3,阜,릉,언덕,リョウ,みささぎ・おか・しの(ぐ)
2067,量,7,里,량,"양, 재다",リョウ,はか(る)・かさ・ちから
2068,僚,2.5,人,료,동료,リョウ,とも・つかさ
2069,領,6,頁,령,거느리다,リョウ,おさ(める)・う(ける)・かなめ・かしら・うなじ・えり
2070,寮,2.5,宀,료,기숙사,リョウ,つかさ
2071,療,4,疒,료,치료,リョウ,い(やす)
2072,瞭,2,目,료,밝다,リョウ,あき(らか)
2073,糧,3,米,량,식량,リョウ・ロウ,かて
2074,力,10,力,력,힘,リョク・リキ,ちから・つと(める)
2075,緑,8,糸,록,초록,リョク・ロク,みどり
2076,林,10,木,림,숲,リン,はやし・おお(い)
2077,厘,3,厂,리,리,リン,無し
2078,倫,2.5,人,륜,윤리,リン,みち・たぐい・つい(で)
2079,輪,7,車,륜,바퀴,リン,わ
2080,隣,4,阜,린,"이웃, 옆",リン,とな(る)・となり
2081,臨,5,臣,림,임하다,リン,のぞ(む)
2082,瑠,2,玉,류,유리,ル,無し
2083,涙,4,水,루,눈물,ルイ,なみだ
2084,累,2.5,糸,루,여러,ルイ,しば(る)・かさ(ねる)・かさ(なる)・しき(りに)・わずら(わす)
2085,塁,2.5,土,루,보루,ルイ,とりで・かさ(ねる)
2086,類,7,頁,류,부류,ルイ,たぐ(い)・たぐい・たぐ(える)・に(る)
2087,令,7,人,령,명령,レイ・リョウ,いいつけ・おさ・よ(い)
2088,礼,8,示,례,예절,レイ・ライ,のり・うやま(う)
2089,冷,7,冫,랭,"차갑다, 식다",レイ,つめ(たい)・ひ(える)・ひ(や)・ひ(やす)・ひ(やかす)・さ(める)・さ(ます)
2090,励,3,力,려,"힘쓰다, 격려하다",レイ,はげ(む)・はげ(ます)
2091,戻,2.5,戸,려,"되돌리다, 돌려주다",レイ,もど(す)・もど(る)・もと(る)・いた(る)
2092,例,7,人,례,"예, 예를 들다",レイ,たと(える)・たぐい・ためし
2093,鈴,2.5,金,령,방울,レイ・リン,すず
2094,零,3,雨,령,"0, 떨어지다",レイ,お(ちる)・ふ(る)・こぼ(れる)・あま(り)・ゼロ
2095,霊,3,雨,령,혼,レイ・リョウ,たま・たましい・よ(い)
2096,隷,4,隶,례,종,レイ,したが(う)・しもべ
2097,齢,4,歯,령,나이,レイ,よわい・とし
2098,麗,4,鹿,려,곱다,レイ・リ,うるわ(しい)・うら(ら)・うら(らか)・なら(ぶ)・つら(なる)
2099,暦,4,日,력,달력,レキ・リャク,こよみ
2100,歴,6,止,력,역사,レキ・リャク,へ(る)
2101,列,8,刀,렬,행렬,レツ,つら(ねる)・つら(なる)・なら(べる)
2102,劣,4,力,렬,뒤떨어지다,レツ,おと(る)・いや(しい)
2103,烈,4,火,렬,뜨겁다,レツ,はげ(しい)
2104,裂,3,衣,렬,찟다,レツ,さ(く)・さ(ける)・きれ
2105,恋,4,心,련,"사랑, 그리워하다",レン,こ(う)・こい・こい(しい)
2106,連,7,辵,련,"연속, 줄 지어있다, 데리고 가다",レン,つら(なる)・つら(ねる)・つ(れる)・しき(りに)
2107,廉,3,广,렴,청렴,レン,いさぎよ(い)・やす(い)・かど
2108,練,8,糸,련,"익히다, 다듬다",レン,ね(る)・ねりぎぬ
2109,錬,3,金,련,단련하다,レン,ね(る)
2110,呂,2,口,려,음률,ロ・リョ,無し
2111,炉,3,火,로,화로,ロ,いろり・ひばち
2112,賂,2,貝,뢰,뇌물,ロ,まいな(う)・まいな(い)
2113,路,8,足,로,길,ロ,じ・みち・くるま
2114,露,4,雨,로,"이슬, 드러내다",ロ・ロウ,つゆ・あらわ(れる)・あらわ
2115,老,7,耂,로,늙다,ロウ,お(いる)・ふ(ける)
2116,労,7,力,로,"일, 위로하다, 치하하다",ロウ,はたら(く)・つか(れる)・いたわ(る)・ねぎら(う)
2117,弄,2,廾,롱,"가지고 놀다, 희롱하다",ロウ,もてあそ(ぶ)・いじ(る)・いじく(る)・いら(う)・あなど(る)・たわむ(れる)
2118,郎,4,邑,랑,사내,ロウ,おとこ
2119,朗,5,月,랑,밝다,ロウ,ほが(らか)・あき(らか)・たか(らか)
2120,浪,3,水,랑,파도,ロウ・ラン,なみ・みだ(りに)
2121,廊,3,广,랑,복도,ロウ,わたどの
2122,楼,3,木,루,다락,ロウ,たかどの・やぐら
2123,漏,3,水,루,새다,ロウ,も(る)・も(れる)・も(らす)
2124,籠,2,竹,롱,"바구니, 틀어 박히다",ロウ・ル,かご・こ(もる)
2125,六,10,八,"륙, 육","6, 여섯",ロク・リク,む・む(つ)・むっ(つ)・むい
2126,録,7,金,록,기록,ロク・リョク,しる(す)
2127,麓,2,木,록,산기슭,ロク,ふもと
2128,論,5,言,론,논하다,ロン,あげつら(う)・と(く)
2129,和,8,口,화,"평화, 누그러지다, 진정시키다",ワ・オ・カ,やわ(らぐ)・やわ(らげる)・なご(む)・なご(やか)・な(ぐ)・あ(える)
2130,話,9,言,화,이야기,ワ,はな(す)・はなし
2131,賄,2.5,貝,회,"뇌물, 조달하다",ワイ・カイ,まかな(う)・まいな(う)
2132,脇,2,肉,협,겨드랑이,キョウ,わき・かたわ(ら)
2133,惑,4,心,혹,"미혹하다, 망설이다",ワク,まど(う)
2134,枠,2.5,木,화,"틀, 테두리",無し,わく
2135,湾,3,水,만,물굽이,ワン,いりえ
2136,腕,4,肉,완,팔,ワン,うで・かいな
