순번,한자,급수,부수,음,훈,音,訓,예시 단어
168,芽,7,艸,아,싹,ガ,め・めぐ(む),"芽生え(めばえ), 発芽(はつが), 芽キャベツ(めキャベツ), 新芽(しんめ), 芽生える(めばえる)"
169,賀,7,貝,하,축하,ガ,よろこ(ぶ),"年賀状(ねんがじょう), 滋賀県(しがけん), 佐賀県(さがけん), 年賀(ねんが), 古賀派(こがは)"
170,雅,4,隹,아,맑다,ガ,みやび・みやび(やか)・つね,"優雅(ゆうが), 雅人(がじん), 雅楽(ががく)"
171,餓,3,食,아,굶주리다,ガ,う(える),"飢餓(きが), 餓狼(がろう)"
172,介,4,人,개,끼다,カイ,たす(ける)・すけ,"紹介(しょうかい), 介護(かいご), 介する(かいする), 介して(かいして), 介入(かいにゅう)"
173,回,9,囗,회,돌다,カイ・エ,まわ(る)・まわ(す)・めぐ(らす),"今回(こんかい), 回戦(かいせん), 回目(かいめ), 前回(ぜんかい), 回答(かいとう)"
174,灰,5,火,회,재,カイ,はい,"灰色(はいいろ), 降灰(こうかい), 灰皿(はいざら), 石灰(いしばい), 石灰岩(せっかいがん)"
175,会,9,人,회,만나다,カイ・エ,あ(う)・あつ(まる)・あつ(める),"大会(たいかい), 会社(かいしゃ), 社会(しゃかい), 協会(きょうかい), 会長(かいちょう)"
176,快,6,心,쾌,유쾌하다,カイ・ケ,こころよ(い),"爽快(そうかい), 快適(かいてき), 不快(ふかい), 快感(かいかん), 快勝(かいしょう)"
177,戒,4,戈,계,훈계하다,カイ,いまし(める),"警戒(けいかい), 懲戒処分(ちょうかいしょぶん), 警戒感(けいかいかん), 懲戒免職(ちょうかいめんしょく), 懲戒(ちょうかい)"
178,改,7,攵,개,고치다,カイ,あらた(める)・あらた(まる),"改善(かいぜん), 改革(かいかく), 改めて(あらためて), 改正(かいせい), 改定(かいてい)"
179,怪,3,心,괴,"수상하다, 의심하다",カイ・ケ,あや(しい)・あや(しむ),"妖怪(ようかい), 怪獣(かいじゅう), 怪我(けが), 怪しい(あやしい), 怪物(かいぶつ)"
180,拐,2.5,手,괴,유괴,カイ,かた(る)・かどわか(す),誘拐(ゆうかい)
181,悔,3,心,회,"후회하다, 뉘우치다, 분하다",カイ・ケ,く(いる)・く(やむ)・くや(しい),"後悔(こうかい), 悔しい(くやしい), 悔しさ(くやしさ), 悔い(くい), 悔やむ(くやむ)"
182,海,9,水,해,바다,カイ,うみ,"北海道(ほっかいどう), 海外(かいがい), 東海(とうかい), 海上(かいじょう), 上海(しゃんはい)"
183,界,8,田,계,지경,カイ,さかい,"世界(せかい), 業界(ぎょうかい), 世界選手権(せかいせんしゅけん), 限界(げんかい), 世界的(せかいてき)"
184,皆,4,白,개,모두,カイ,みな,"皆さん(みなさん), 皆様(みなさま), 皆無(かいむ), 皆既日食(かいきにっしょく)"
185,械,7,木,계,기계,カイ,からくり・かせ,"機械(きかい), 機械的(きかいてき), 機械化(きかいか), 工作機械(こうさくきかい)"
186,絵,9,糸,회,그림,カイ・エ,無し,"絵本(えほん), 絵画(かいが), 絵馬(えうま), 絵巻(えまき), 絵柄(えがら)"
187,開,8,門,개,열다,カイ,ひら(く)・ひら(ける)・あ(く)・あ(ける)・はだ(かる)・はだ(ける),"開始(かいし), 公開(こうかい), 展開(てんかい), 開発(かいはつ), 開催(かいさい)"
188,階,8,阜,계,등급,カイ,きざはし・はしご・しな,"段階(だんかい), 階建て(かいだて), 階段(かいだん), 二階(にかい), 階級(かいきゅう)"
189,塊,3,土,괴,덩어리,カイ,かたまり・つちくれ,"団塊世代(だんかいせだい), 団塊の世代(だんかいのせだい), 金塊(きんかい), 団塊(だんかい)"
190,楷,2,木,해,본보기,カイ,のり・のっと(る),
191,解,6,角,해,풀다,カイ・ゲ,と(く)・と(かす)・と(ける)・ほど(く)・ほど(ける)・ほぐ(れる)・ほつ(れる)・さと(る)・わか(る),"理解(りかい), 解除(かいじょ), 解決(かいけつ), 解説(かいせつ), 解散(かいさん)"
192,潰,2,水,궤,"부수다, 무너지다",カイ,つぶ(す)・つぶ(れる)・つい(える)・みだ(れる),
193,壊,4,土,괴,"무너지다, 부수다",カイ・エ,こわ(す)・こわ(れる)・やぶ(る)・やぶ(れる),"崩壊(ほうかい), 破壊(はかい), 倒壊(とうかい), 壊す(こわす), 大量破壊兵器(たいりょうはかいへいき)"
194,懐,2.5,心,회,"마음속, 그립다, 따르다",カイ,ふところ・なつ(かしい)・なつ(かしむ)・なつ(く)・なつ(ける)・おも(う)・いだ(く),"懐かしい(なつかしい), 懐かし(なつかし), 懐疑(かいぎ), 懐かしむ(なつかしむ), 懐妊(かいにん)"
195,諧,2,言,해,어울리다,カイ,やわ(らぐ)・かな(う)・ととの(う)・たわむ(れ),
196,貝,10,貝,패,조개,バイ,かい,"貝塚(かいずか), 貝殻(かいがら)"
197,外,9,夕,외,"바깥, 다른 것, 빼다",ガイ・ゲ・ウイ,そと・ほか・はず(す)・はず(れる)・と,"以外(いがい), 海外(かいがい), 外に(ほかに), 外角(がいかく), 外相(がいしょう)"
198,劾,2.5,力,핵,꾸짖다,ガイ,しら(べる)・あば(く),
199,害,7,宀,해,해하다,ガイ・カイ,そこ(なう)・わざわ(い),"被害(ひがい), 障害(しょうがい), 被害者(ひがいしゃ), 障害者(しょうがいしゃ), 殺害(さつがい)"
200,崖,2,山,애,벼랑,ガイ,がけ,
201,涯,2.5,水,애,생애,ガイ,みぎわ・はて,"生涯(しょうがい), 生涯学習(しょうがいがくしゅう)"
202,街,7,行,가,거리,ガイ・カイ,まち・ちまた,"商店街(しょうてんがい), 街頭演説(がいとうえんぜつ), 市街地(しがいち), 街道(かいどう), 街頭(がいとう)"
203,慨,3,心,개,슬퍼하다,ガイ・カイ,なげ(く)・いきどお(る),"感慨(かんがい), 憤慨(ふんがい), 感慨深い(かんがいぶかい)"
204,蓋,2,艸,개,뚜껑,ガイ・コウ,ふた・おお(う)・おお(い)・かさ・けだ(し),
205,該,3,言,해,갖추다,ガイ・カイ,か(ねる)・そな(わる)・そ(の),"該当(がいとう), 当該(とうがい), 該当者(がいとうしゃ)"
206,概,3,木,개,대개,ガイ・カイ,おおむ(ね),"概要(がいよう), 概念(がいねん), 一概に(いちがいに), 概況(がいきょう), 概ね(おおむね)"
207,骸,2,骨,해,시체,ガイ・カイ,むくろ・ほね,"死骸(しがい), 残骸(ざんがい)"
208,垣,2.5,土,원,담,エン,かき,"石垣(いしがき), 垣根(かきね)"
209,柿,2,木,시,감,シ,かき,"筆柿(ふでかき), 干し柿(ほしがき)"
210,各,7,口,각,각각,カク,おのおの,"各地(かくち), 各国(かくこく), 各社(かくしゃ), 各種(かくしゅ), 各校(かくこう)"
211,角,9,角,각,"모서리, 뿔",カク,かど・つの・すみ・くら(べる),"外角(がいかく), 内角(ないかく), 一角(いっかく), 角度(かくど), 互角(ごかく)"
212,拡,5,手,확,넑히다,カク,ひろ(がる)・ひろ(げる),"拡大(かくだい), 拡充(かくじゅう), 拡散(かくさん), 拡張(かくちょう), 内需拡大(ないじゅかくだい)"
213,革,5,革,혁,"가죽, 혁명",カク,かわ・あらた(まる)・あらた(める),"改革(かいかく), 革命(かくめい), 構造改革(こうぞうかいかく), 変革(へんかく), 行政改革(ぎょうせいかいかく)"
214,格,6,木,격,격식,カク・コウ・キャク・ゴウ,いた(る)・ただ(す)・う(つ),"価格(かかく), 資格(しかく), 性格(せいかく), 合格(ごうかく), 本格的(ほんかくてき)"
215,核,2.5,木,핵,"씨, 핵",カク,さね,"核兵器(かくへいき), 核問題(かくもんだい), 核実験(かくじっけん), 核施設(かくしせつ), 中核(ちゅうかく)"
216,殻,2.5,殳,각,껍질,カク,から,"地殻変動(ちかくへんどう), 貝殻(かいがら), 吸い殻(すいがら)"
217,郭,3,邑,곽,둘레,カク,くるわ,"輪郭(りんかく), 外郭団体(がいかくだんたい)"
218,覚,7,見,각,"외우다, 느끼다, 깨다",カク,おぼ(える)・さ(ます)・さ(める)・さと(る)・さと(り),"覚え(おぼえ), 感覚(かんかく), 覚悟(かくご), 自覚(じかく), 発覚(はっかく)"
219,較,4,車,교,비교하다,カク・コウ,くら(べる),"比較(ひかく), 比較的(ひかくてき)"
220,隔,3,阜,격,"멀어지다, 사이에 두다",カク,へだ(てる)・へだ(たる),"間隔(かんかく), 隔離(かくり), 隔たり(へだたり), 隔週(かくしゅう), 遠隔地(えんかくち)"
221,閣,5,門,각,집,カク,たかどの・たな,"内閣(ないかく), 閣僚(かくりょう), 閣議(かくぎ), 内閣府(ないかくふ), 閣議決定(かくぎけってい)"
222,確,6,石,확,"확실, 확인하다",カク,たし(か)・たし(かめる)・しか(と)・しっか(り)・かた(い),"確認(かくにん), 確かに(たしかに), 確保(かくほ), 確実(かくじつ), 確定(かくてい)"
223,獲,4,犬,획,획득하다,カク,え(る),"獲得(かくとく), 捕獲(ほかく), 獲物(えもの), 漁獲量(ぎょかくりょう), 漁獲(ぎょかく)"
224,嚇,2.5,口,혁,성내다,カク,いか(る)・おど(す)・おど(かす),威嚇(いかく)
225,穫,3,禾,확,거두다,カク,か(る)・とりい(れる),"収穫(しゅうかく), 収穫祭(しゅうかくさい), 収穫期(しゅうかくき)"
226,学,10,子,학,배우다,ガク,まな(ぶ),"大学(だいがく), 学校(がっこう), 学生(がくせい), 小学校(しょうがっこう), 学園(がくえん)"
227,岳,3,山,악,산악,ガク,たけ,山岳(さんがく)
228,楽,9,木,"락, 악",즐겁다,ガク・ラク・ゴウ・ギョウ,たの(しい)・たの(しむ)・かな(でる)・この(む),"音楽(おんがく), 楽しみ(たのしみ), 楽しい(たのしい), 楽しめる(たのしめる), 楽しむ(たのしむ)"
229,額,6,頁,액,이마,ガク,ひたい・ぬか(ずく),"金額(きんがく), 総額(そうがく), 月額(げつがく), 全額(ぜんがく), 高額(こうがく)"
230,顎,2,頁,악,턱,ガク,あご,顎関節(がくかんせつ)
231,掛,3,手,괘,걸다,無し,か(ける)・か(かる)・かかり,"掛け(かけ), 仕掛け(しかけ), 呼び掛け(よびかけ), 引っ掛け(ひっかけ), 手掛け(てかけ)"
232,潟,7,水,석,갯벌,セキ,かた,"新潟(にいがた), 新潟県(にいがたけん), 干潟(ひがた)"
233,括,2.5,手,괄,묶다,カツ,くく(る)・くび(る)・くび(れる),"総括(そうかつ), 一括(いっかつ), 統括(とうかつ), 包括的(ほうかつてき), 包括(ほうかつ)"
234,活,9,水,활,살다,カツ,い(きる)・い(ける)・い(かす),"生活(せいかつ), 活動(かつどう), 活躍(かつやく), 活用(かつよう), 復活(ふっかつ)"
235,喝,2.5,口,갈,꾸짖다,カツ,しか(る)・おど(す),"恐喝(きょうかつ), 一喝(いっかつ), 喝采(かっさい)"
236,渇,2.5,水,갈,목마르다,カツ,かわ(く)・むさぼ(る),"渇き(かわき), 枯渇(こかつ)"
237,割,5,刀,할,"나누다, 가르다, 깨지다",カツ,わ(る)・わり・わ(れる)・さ(く),"役割(やくわり), 割合(わりあい), 割り(わり), 割に(わりに), 割れ(われ)"
238,葛,2,艸,갈,칡,カツ,くず・かたびら・かずら・つづら,葛藤(かっとう)
239,滑,3,水,"활, 골",미끄럽다,カツ・コツ,すべ(る)・なめ(らか)・ぬめ(る),"滑走(かっそう), 滑り(すべり), 滑らか(なめらか), 滑走路(かっそうろ), 滑る(すべる)"
240,褐,2.5,衣,갈,갈색,カツ,ぬのこ,"褐色(かっしょく), 赤褐色(せっかっしょく)"
241,轄,2.5,車,할,다스리다,カツ,くさび・とりし(まる),"直轄(ちょっかつ), 管轄(かんかつ)"
242,且,2.5,一,차,게다가,ショ,か(つ)・しばら(く)・まさ(に…す),且つ(かつ)
243,株,5,木,주,주식,シュ,かぶ,"株式(かぶしき), 株価(かぶか), 株式会社(かぶしきがいしゃ), 株主(かぶぬし), 株式市場(かぶしきしじょう)"
244,釜,2,金,부,가마솥,フ,かま,初釜(はつがま)
245,鎌,2,金,겸,낫,レン,かま,鎌倉時代(かまくらじだい)
246,刈,4,刀,예,베다,ガイ・カイ,か(る),"草刈り(くさかり), 稲刈り(いねかり), 丸刈り(まるがり), 刈り取り(かりとり)"
247,干,5,干,간,말리다,カン,ほ(す)・ひ(る)・おか(す)・かか(わる)・もと(める)・たて,"干す(ほす), 若干(じゃっかん), 干し(ほし), 干渉(かんしょう), 干支(えと)"
248,刊,6,刀,간,새기다,カン,けず(る)・きざ(む),"朝刊(ちょうかん), 夕刊(ゆうかん), 週刊(しゅうかん), 新刊(しんかん), 月刊(げっかん)"
249,甘,4,甘,감,"달다, 응석부리다",カン,あま(い)・あま(える)・あま(やかす)・うま(い),"甘い(あまい), 甘え(あまえ), 甘み(あまみ), 甘いもの(あまいもの), 甘味(あまみ)"
250,汗,4,水,한,땀,カン,あせ,"汗をかく(あせをかく), 汗だく(あせだく), 冷や汗(ひやあせ), 発汗(はっかん)"
251,缶,2.5,缶,관,통,カン,かま,"缶詰(かんづめ), 空き缶(あきかん), 缶コーヒー(かんコーヒー), ドラム缶(ドラムかん), 缶ビール(かんビール)"
252,完,7,宀,완,완전,カン,まっと(うする),"完成(かんせい), 完全(かんぜん), 完璧(かんぺき), 完封(かんぷう), 完了(かんりょう)"
253,肝,3,肉,간,간,カン,きも,"肝心(かんじん), 肝臓(かんぞう), 肝炎(かんえん), Ｃ型肝炎(シーがたかんえん), 肝要(かんよう)"
254,官,7,宀,관,벼슬,カン,つかさ・おおやけ,"次官(じかん), 官房長官(かんぼうちょうかん), 長官(かみ), 官僚(かんりょう), 裁判官(さいばんかん)"
255,冠,3,冖,관,"갓, 왕관",カン,かんむり・かむ(る),"栄冠(えいかん), 冠婚葬祭(かんこんそうさい), 王冠(おうかん)"
256,巻,5,卩,권,"책, 말다",カン・ケン,ま(く)・まき,"巻き(まき), 巻き返し(まきかえし), 圧巻(あっかん), 取り巻く(とりまく), 絵巻(えまき)"
257,看,5,目,간,돌보다,カン,み(る),"看護師(かんごし), 看板(かんばん), 看護(かんご), 看病(かんびょう), 看護学校(かんごがっこう)"
258,陥,2.5,阜,함,빠지다,カン,おちい(る)・おとしい(れる),"陥る(おちいる), 欠陥(けっかん), 陥落(かんらく), 陥没(かんぼつ)"
259,乾,4,乙,건,마르다,カン・ケン,かわ(く)・かわ(かす)・ほ(す)・ひ・いぬい,"乾燥(かんそう), 乾燥機(かんそうき), 乾き(かわき), 乾く(かわく), 乾杯(かんぱい)"
260,勘,3,力,감,헤아리다,カン,かんが(える),"勘違い(かんちがい), 割り勘(わりかん), 勘弁(かんべん), 勘定(かんじょう), 勘案(かんあん)"
261,患,2.5,心,환,앓다,カン・ゲン,わずら(う)・うれ(える)・うれ(い),"患者(かんじゃ), 疾患(しっかん), 入院患者(にゅういんかんじゃ), 精神疾患(せいしんしっかん), 患い(わずらい)"
262,貫,3,貝,관,꿰뚫다,カン・ワン,つらぬ(く)・ぬき・ぬ(く)・ひ(く),"一貫して(いっかんして), 貫く(つらぬく), 中高一貫校(ちゅうこういっかんこう), 一貫(いっかん), 貫禄(かんろく)"
263,寒,8,宀,한,춥다,カン,さむ(い)・さび(しい)・まず(しい)・いや(しい),"寒い(さぶい), 寒さ(さむさ), 寒気(かんき), 寒風(かんぷう), 防寒(ぼうかん)"
264,喚,3,口,환,부르다,カン,よ(ぶ)・さけ(ぶ)・わめ(く),"召喚(しょうかん), 証人喚問(しょうにんかんもん), 喚起(かんき), 注意喚起(ちゅういかんき), 喚問(かんもん)"
265,堪,2.5,土,감,"견디다, 참다",カン・タン,た(える)・こら(える)・こた(える)・たま(る),堪能(かんのう)
266,換,3,手,환,바꾸다,カン,か(える)・か(わる),"交換(こうかん), 転換(てんかん), 意見交換(いけんこうかん), 換算(かんさん), 乗り換え(のりかえ)"
267,敢,3,攵,감,"용감, 감히",カン,あ(えて),"敢えて(あえて), 果敢(かかん), 敢行(かんこう), 敢闘賞(かんとうしょう)"
268,棺,2.5,木,관,관,カン,ひつぎ,
269,款,2.5,欠,관,항목,カン,まこと・よろこ(ぶ)・たた(く)・しる(す),"定款(ていかん), 約款(やっかん)"
270,間,9,門,간,사이,カン・ケン,あいだ・ま・はざま・あい・うかが(う)・ひそ(かに)・しず(か),"時間(じかん), 年間(ねんかん), 間に(あいだに), 人間(じんかん), 週間(しゅうかん)"
271,閑,2.5,門,한,한가하다,カン,ひま・しず(か)・なら(う),"閑静(かんせい), 有閑(ゆうかん), 閑散(かんさん)"
272,勧,4,力,권,권하다,カン・ケン,すす(める),"お勧め(おすすめ), 勧め(すすめ), 勧告(かんこく), 勧誘(かんゆう), 勧める(すすめる)"
273,寛,2.5,宀,관,너그럽다,カン,ひろ(い)・ゆる(やか)・くつろ(ぐ),"寛容(かんよう), 寛平(かんびょう), 寛大(かんだい), 寛治(かんじ)"
274,幹,6,干,간,줄기,カン,みき・から・わざ,"幹事長(かんじちょう), 幹部(かんぶ), 新幹線(しんかんせん), 幹事(かんじ), 幹事会(かんじかい)"
275,感,8,心,감,느낌,カン,無し,"感じ(かんじ), 感想(かんそう), 感染(かんせん), 感じる(かんじる), 感覚(かんかく)"
276,漢,8,水,한,한자,カン,おとこ・から,"漢字(かんじ), 漢方(かんぽう), 漢方薬(かんぽうやく), 痴漢(ちかん), 漢検(かんけん)"
277,慣,6,心,관,익숙하다,カン,な(れる)・な(らす)・ならわし,"慣れ(なれ), 習慣(しゅうかん), 慣れる(なれる), 慣れた(なれた), 食習慣(しょくしゅうかん)"
